['UV', 83, 'CV', 105, 'addr2line', 'pwd', 'V0', 'V3', 0.8695692109855792, 0.9897873401641846]
['CV', 202, 'UV', 80, 'chown', 'objcopy', 'V0', 'V0', 0.8892053545998291, 1.6615791320800781]
['CV', 38, 'BV', 35, 'split', 'libvlccore.so', 'V2', 'V2', 0.9076821628750412, 4.9788384437561035]
['CV', 50, 'UV', 12, 'cksum', 'c++filt', 'V2', 'V2', 0.9123767798466593, 1.1387848854064941]
['BV', 27, 'CV', 114, 'libSDL2-2.0.so', 'expr', 'V1', 'V3', 0.905455335796566, 4.392644166946411]
['BV', 28, 'CV', 344, 'openssl', 'tac', 'V1', 'V1', 0.9463060772754169, 7.924111366271973]
['CV', 82, 'BV', 72, 'sort', 'perl', 'V2', 'V1', 0.896982176179139, 4.039315700531006]
['UV', 87, 'CV', 31, 'objdump', 'sha1sum', 'V0', 'V2', 0.9234064992419748, 1.6473615169525146]
['CV', 28, 'UV', 45, 'chown', 'cmp', 'V2', 'V1', 0.16909294512877937, 0.04845595359802246]
['CV', 167, 'UV', 6, 'uniq', 'sdiff', 'V3', 'V2', 0.17480314960629917, 0.05061483383178711]
['BV', 81, 'CV', 176, 'dot', 'unlink', 'V1', 'V0', 0.28919860627177707, 0.009469985961914062]
['BV', 40, 'CV', 328, 'lua', 'uname', 'V2', 'V1', 0.8923713778829095, 0.36020612716674805]
['CV', 345, 'UV', 29, 'rmdir', 'objcopy', 'V1', 'V3', 0.9416896235078053, 1.4652998447418213]
['CV', 266, 'UV', 78, 'mkdir', 'c++filt', 'V1', 'V0', 0.8911077618688772, 1.0988733768463135]
['BV', 70, 'CV', 194, 'ssh', 'tee', 'V0', 'V0', 0.9706586203308709, 3.946181535720825]
['CV', 175, 'BV', 42, 'stat', 'libvlc.so', 'V0', 'V1', 0.7771503040834057, 0.41013288497924805]
['CV', 84, 'BV', 83, 'rmdir', 'git', 'V2', 'V2', 0.9763104045332913, 8.536915302276611]
['UV', 36, 'CV', 68, 'objdump', 'cat', 'V3', 'V2', 0.9009571846162664, 2.179229497909546]
['CV', 70, 'UV', 31, 'vdir', 'gprof', 'V2', 'V3', 0.7531017369727047, 2.090768575668335]
['UV', 1, 'CV', 339, 'xargs', 'rm', 'V2', 'V1', 0.24552058111380148, 0.06277608871459961]
['BV', 36, 'CV', 74, 'libvlc.so', 'pathchk', 'V2', 'V2', 0.8054429646786335, 0.3736870288848877]
['CV', 120, 'UV', 15, 'sync', 'ld', 'V3', 'V2', 0.9233623258925856, 2.164013385772705]
['CV', 327, 'UV', 28, 'link', 'strings', 'V1', 'V3', 0.9321245932124593, 1.1360788345336914]
['BV', 27, 'CV', 79, 'libSDL2-2.0.so', 'fold', 'V1', 'V2', 0.940567760500249, 4.336505889892578]
['BV', 78, 'CV', 270, 'make', 'users', 'V2', 'V1', 0.8184029185245237, 0.21829652786254883]
['UV', 44, 'CV', 132, 'diff3', 'cp', 'V1', 'V3', 0.352112676056338, 0.11753010749816895]
['UV', 57, 'CV', 150, 'strings', 'mv', 'V1', 'V3', 0.6442462910292874, 1.4778895378112793]
['BV', 12, 'CV', 326, 'sort', 'env', 'V2', 'V1', 0.6311767702496179, 0.05309438705444336]
['CV', 237, 'BV', 78, 'mv', 'make', 'V0', 'V2', 0.551712210307852, 0.3506741523742676]
['UV', 15, 'CV', 141, 'ld', 'false', 'V2', 'V3', 0.9330032398068342, 1.8665218353271484]
['BV', 62, 'UV', 38, 'diff', 'xargs', 'V0', 'V3', 0.14835164835164838, 0.11158299446105957]
['UV', 0, 'BV', 27, 'locate', 'libSDL2-2.0.so', 'V2', 'V1', 0.8585965656137375, 6.010004043579102]
['CV', 305, 'UV', 4, 'true', 'cmp', 'V1', 'V2', 0.3944954128440368, 0.02423095703125]
['CV', 337, 'UV', 19, 'comm', 'elfedit', 'V1', 'V2', 0.19264448336252182, 0.026029348373413086]
['BV', 51, 'CV', 250, 'cp', 'comm', 'V0', 'V0', 0.419065898912348, 0.039726972579956055]
['UV', 25, 'CV', 53, 'as', 'tty', 'V3', 'V2', 0.9447090254384946, 1.955441951751709]
['UV', 58, 'CV', 319, 'objcopy', 'readlink', 'V1', 'V1', 0.9398707502107333, 1.4395194053649902]
['BV', 47, 'CV', 284, 'dot', 'wc', 'V3', 'V1', 0.4246947082767978, 0.014860391616821289]
['BV', 22, 'CV', 155, 'cmp', 'cat', 'V3', 'V3', 0.1416666666666666, 0.03529810905456543]
['CV', 106, 'UV', 27, 'pr', 'c++filt', 'V3', 'V3', 0.7995631280034949, 1.3939330577850342]
['CV', 11, 'UV', 71, 'printenv', 'xargs', 'V2', 'V0', 0.192090395480226, 0.022495269775390625]
['CV', 22, 'BV', 63, 'kill', 'ruby', 'V2', 'V0', 0.978298732758103, 12.585458517074585]
['CV', 156, 'BV', 18, 'csplit', 'sort', 'V3', 'V3', 0.3564387917329094, 0.12236166000366211]
['UV', 8, 'CV', 334, 'strip', 'shred', 'V2', 'V1', 0.8795918367346939, 1.479017734527588]
['CV', 262, 'UV', 55, 'stat', 'ranlib', 'V1', 'V1', 0.9140183764646379, 1.3205161094665527]
['UV', 30, 'CV', 84, 'ld', 'rmdir', 'V3', 'V2', 0.9278782796214209, 2.149595022201538]
['CV', 188, 'BV', 36, 'dirname', 'libvlc.so', 'V0', 'V2', 0.8573131955484896, 0.3938026428222656]
['UV', 79, 'CV', 287, 'strings', 'date', 'V0', 'V1', 0.8808131439710387, 1.0199558734893799]
['BV', 11, 'CV', 64, 'bash', 'md5sum', 'V1', 'V2', 0.94506317267197, 2.705885410308838]
['CV', 46, 'UV', 54, 'cut', 'as', 'V2', 'V1', 0.920806916426513, 2.267261028289795]
['CV', 224, 'UV', 7, 'cksum', 'nm', 'V0', 'V2', 0.9341504876084817, 1.2039422988891602]
['CV', 90, 'UV', 35, 'test', 'size', 'V3', 'V3', 0.8674988854213107, 1.2876625061035156]
['BV', 81, 'CV', 111, 'dot', 'factor', 'V1', 'V3', 0.6444086886564763, 0.025043249130249023]
['UV', 80, 'CV', 292, 'objcopy', 'sha1sum', 'V0', 'V1', 0.9293193717277487, 1.3691022396087646]
['BV', 4, 'CV', 187, 'geany', 'join', 'V3', 'V0', 0.9787885110230197, 29.93840003013611]
['UV', 50, 'CV', 75, 'find', 'tr', 'V1', 'V2', 0.6770156438026474, 0.18496227264404297]
['CV', 85, 'BV', 18, 'mknod', 'sort', 'V2', 'V3', 0.6006006006006006, 0.09527420997619629]
['UV', 82, 'CV', 276, 'gprof', 'uptime', 'V0', 'V1', 0.915685595567867, 1.071124792098999]
['CV', 221, 'UV', 7, 'od', 'nm', 'V0', 'V2', 0.8910076976906928, 1.3139681816101074]
['BV', 55, 'CV', 341, 'codeblocks', 'uniq', 'V3', 'V1', 0.971164876420899, 12.94075345993042]
['UV', 56, 'CV', 236, 'c++filt', 'unexpand', 'V1', 'V0', 0.9252983510977498, 1.0177254676818848]
['BV', 55, 'CV', 194, 'codeblocks', 'tee', 'V3', 'V0', 0.9778684664887772, 12.943172216415405]
['CV', 51, 'UV', 57, 'printf', 'strings', 'V2', 'V1', 0.8692833362537234, 1.2586753368377686]
['UV', 2, 'CV', 340, 'find', 'fold', 'V2', 'V1', 0.7818557766864823, 0.17316961288452148]
['UV', 52, 'CV', 90, 'strip', 'test', 'V1', 'V3', 0.8978764346093052, 1.5135982036590576]
['UV', 41, 'CV', 283, 'cmp', 'kill', 'V3', 'V1', 0.26527196652719665, 0.028004884719848633]
['CV', 145, 'UV', 36, 'readlink', 'objdump', 'V3', 'V3', 0.9081755940394683, 2.552778720855713]
['BV', 65, 'CV', 216, 'ssh', 'dircolors', 'V1', 'V0', 0.9679779806659506, 4.2995970249176025]
['UV', 53, 'BV', 42, 'readelf', 'libvlc.so', 'V1', 'V1', 0.2609432363739057, 0.5453412532806396]
['CV', 271, 'BV', 45, 'ptx', 'svn', 'V1', 'V3', 0.6705762366139725, 0.9840080738067627]
['CV', 111, 'BV', 0, 'factor', 'bash', 'V3', 'V2', 0.9110023167373344, 3.642595052719116]
['BV', 53, 'CV', 6, 'ssh', 'fmt', 'V2', 'V2', 0.9625483140077302, 4.390822172164917]
['UV', 35, 'CV', 92, 'size', 'mkdir', 'V3', 'V3', 0.8430130235832454, 1.1611337661743164]
['CV', 25, 'BV', 37, 'expand', 'geany', 'V2', 'V1', 0.9795466567403953, 26.753662824630737]
['BV', 10, 'CV', 249, 'gvmap', 'tr', 'V2', 'V0', 0.6811761314499856, 0.13423514366149902]
['BV', 79, 'CV', 11, 'bash', 'printenv', 'V3', 'V2', 0.9611851468495277, 3.0115296840667725]
['BV', 75, 'CV', 123, 'cmp', 'chroot', 'V2', 'V3', 0.09837133550488597, 0.04015779495239258]
['CV', 220, 'BV', 48, 'cut', 'gvmap', 'V0', 'V3', 0.7114369501466276, 0.14715266227722168]
['CV', 193, 'BV', 35, 'pr', 'libvlccore.so', 'V0', 'V2', 0.9258237839379962, 4.899712085723877]
['CV', 75, 'BV', 83, 'tr', 'git', 'V2', 'V2', 0.9733982985913279, 8.849342584609985]
['BV', 53, 'CV', 191, 'ssh', 'mkfifo', 'V2', 'V0', 0.974389916867793, 4.3570005893707275]
['CV', 126, 'BV', 13, 'whoami', 'cp', 'V3', 'V2', 0.49478260869565216, 0.07535982131958008]
['BV', 75, 'CV', 104, 'cmp', 'mkfifo', 'V2', 'V3', 0.17561683599419453, 0.032553911209106445]
['UV', 64, 'BV', 51, 'size', 'cp', 'V1', 'V0', 0.8128852486701005, 1.2077734470367432]
['BV', 70, 'CV', 67, 'ssh', 'uname', 'V0', 'V2', 0.9668385890823497, 3.9779672622680664]
['CV', 240, 'BV', 34, 'link', 'svn', 'V0', 'V0', 0.8574032813449464, 0.39112305641174316]
['CV', 158, 'UV', 54, '[', 'as', 'V3', 'V1', 0.9094711510915029, 2.264023780822754]
['CV', 156, 'BV', 8, 'csplit', 'cluster', 'V3', 'V2', 0.4753661784287617, 0.17257261276245117]
['CV', 119, 'BV', 48, 'paste', 'gvmap', 'V3', 'V3', 0.6317991631799164, 0.15473699569702148]
['UV', 59, 'CV', 303, 'ld', 'dircolors', 'V1', 'V1', 0.9393715796593495, 1.847625732421875]
['BV', 12, 'CV', 298, 'sort', 'seq', 'V2', 'V1', 0.5781172991621488, 0.05734133720397949]
['CV', 125, 'BV', 25, 'split', 'git', 'V3', 'V3', 0.9662885026861444, 14.217651605606079]
['CV', 118, 'UV', 16, 'sha1sum', 'gprof', 'V3', 'V2', 0.8776212319790302, 1.3896145820617676]
['BV', 65, 'CV', 115, 'ssh', 'chown', 'V1', 'V3', 0.9190861182940002, 4.5716307163238525]
['CV', 110, 'UV', 57, 'wc', 'strings', 'V3', 'V1', 0.8479126970379353, 1.3311941623687744]
['BV', 58, 'CV', 339, 'ruby', 'rm', 'V3', 'V1', 0.7913832199546486, 0.015709638595581055]
['UV', 66, 'CV', 241, 'diff3', 'uname', 'V0', 'V0', 0.4675716440422323, 0.028411149978637695]
['CV', 226, 'BV', 4, 'logname', 'geany', 'V0', 'V3', 0.9876700606018268, 32.48511457443237]
['UV', 65, 'CV', 87, 'objdump', 'touch', 'V1', 'V3', 0.8601096937203426, 1.9054625034332275]
['CV', 296, 'UV', 53, 'sum', 'readelf', 'V1', 'V1', 0.7152658662092625, 0.1111600399017334]
['UV', 50, 'BV', 6, 'find', 'libvlc.so', 'V1', 'V0', 0.15702247191011232, 0.6702299118041992]
['BV', 25, 'CV', 301, 'git', 'ls', 'V3', 'V1', 0.958690485317795, 12.047268390655518]
['CV', 233, 'UV', 2, 'head', 'find', 'V0', 'V2', 0.7333668089379864, 0.19806838035583496]
['UV', 53, 'CV', 92, 'readelf', 'mkdir', 'V1', 'V3', 0.5447070914696814, 0.12250542640686035]
['BV', 64, 'CV', 130, 'openssl', 'chmod', 'V2', 'V3', 0.8779451525685593, 5.8551740646362305]
['UV', 47, 'CV', 285, 'sdiff', 'factor', 'V1', 'V1', 0.4080779944289694, 0.034458160400390625]
['CV', 108, 'UV', 5, 'chgrp', 'diff', 'V3', 'V2', 0.30594405594405594, 0.141587495803833]
['CV', 170, 'BV', 63, 'tac', 'ruby', 'V3', 'V0', 0.9680156137974986, 13.427475690841675]
['UV', 43, 'CV', 282, 'sdiff', 'chgrp', 'V3', 'V1', 0.1403216860787576, 0.05121660232543945]
['BV', 27, 'CV', 221, 'libSDL2-2.0.so', 'od', 'V1', 'V0', 0.93137632868866, 4.423932075500488]
['CV', 340, 'UV', 1, 'fold', 'xargs', 'V1', 'V2', 0.502651738361815, 0.046949148178100586]
['BV', 37, 'CV', 337, 'geany', 'comm', 'V1', 'V1', 0.9816430994920473, 23.817384481430054]
['UV', 27, 'CV', 309, 'c++filt', 'df', 'V3', 'V1', 0.8687959350331186, 1.1092536449432373]
['UV', 53, 'CV', 198, 'readelf', 'factor', 'V1', 'V0', 0.7564402810304449, 0.0929708480834961]
['CV', 242, 'UV', 72, 'cat', 'find', 'V0', 'V0', 0.7344669718770438, 0.1396484375]
['BV', 32, 'CV', 88, 'perl', 'stat', 'V0', 'V3', 0.8966050639094684, 2.6814165115356445]
['UV', 57, 'CV', 123, 'strings', 'chroot', 'V1', 'V3', 0.8642201834862385, 1.1246156692504883]
['UV', 85, 'CV', 164, 'elfedit', 'nl', 'V0', 'V3', 0.13940256045519206, 0.03348255157470703]
['CV', 263, 'BV', 10, 'unlink', 'gvmap', 'V1', 'V2', 0.7807633587786259, 0.13211798667907715]
['UV', 65, 'CV', 182, 'objdump', 'du', 'V1', 'V0', 0.8687469044081229, 1.9202966690063477]
['UV', 69, 'CV', 133, 'sdiff', 'cut', 'V0', 'V3', 0.1979752530933634, 0.0475311279296875]
['CV', 230, 'UV', 28, 'yes', 'strings', 'V0', 'V3', 0.9355439642324889, 1.1450510025024414]
['CV', 247, 'BV', 59, 'shred', 'make', 'V0', 'V1', 0.7222113694080875, 0.28551673889160156]
['BV', 73, 'CV', 256, 'geany', 'sort', 'V0', 'V0', 0.9589288501415862, 18.470957279205322]
['CV', 252, 'UV', 65, 'rm', 'objdump', 'V0', 'V1', 0.9037527593818985, 2.0996267795562744]
['BV', 0, 'UV', 87, 'bash', 'objdump', 'V2', 'V0', 0.21407994732365765, 8.2017502784729]
['CV', 113, 'UV', 1, 'date', 'xargs', 'V3', 'V2', 0.07857733664185274, 0.07574295997619629]
['CV', 241, 'BV', 73, 'uname', 'geany', 'V0', 'V0', 0.9840563672907116, 19.758363008499146]
['BV', 41, 'CV', 0, 'libvlccore.so', 'touch', 'V1', 'V2', 0.9228843798263834, 3.267289876937866]
['CV', 300, 'BV', 10, 'whoami', 'gvmap', 'V1', 'V2', 0.7742622452083967, 0.13403058052062988]
['CV', 26, 'BV', 56, 'date', 'ssh', 'V2', 'V3', 0.9042746113989637, 1.9315128326416016]
['CV', 277, 'BV', 0, 'dd', 'bash', 'V1', 'V2', 0.9294730338070438, 3.4689064025878906]
['CV', 168, 'BV', 10, 'sleep', 'gvmap', 'V3', 'V2', 0.6574992911823079, 0.1528782844543457]
['BV', 41, 'UV', 82, 'libvlccore.so', 'gprof', 'V1', 'V0', 0.2537949034961192, 7.313634395599365]
['CV', 82, 'UV', 12, 'sort', 'c++filt', 'V2', 'V2', 0.7386768237144986, 1.6061244010925293]
['UV', 4, 'CV', 337, 'cmp', 'comm', 'V2', 'V1', 0.24306688417618272, 0.028476238250732422]
['BV', 50, 'UV', 35, 'sort', 'size', 'V0', 'V3', 0.838321776529448, 1.3384263515472412]
['BV', 44, 'CV', 337, 'make', 'comm', 'V0', 'V1', 0.7926910299003322, 0.18329596519470215]
['BV', 81, 'CV', 24, 'dot', 'factor', 'V1', 'V2', 0.44791666666666674, 0.013297080993652344]
['BV', 59, 'CV', 45, 'make', 'cp', 'V1', 'V2', 0.4407969949371223, 0.3528435230255127]
['BV', 11, 'CV', 223, 'bash', 'tsort', 'V1', 'V0', 0.9598283747465699, 2.642969846725464]
['CV', 84, 'UV', 77, 'rmdir', 'ranlib', 'V2', 'V0', 0.8946815955213436, 1.2646043300628662]
['CV', 287, 'UV', 67, 'date', 'cmp', 'V1', 'V0', 0.0897343862167983, 0.037079572677612305]
['BV', 18, 'CV', 146, 'sort', 'head', 'V3', 'V3', 0.4508336168764886, 0.10414290428161621]
['CV', 85, 'BV', 68, 'mknod', 'dot', 'V2', 'V0', 0.4266842800528401, 0.01387786865234375]
['UV', 77, 'CV', 206, 'ranlib', 'paste', 'V0', 'V0', 0.9303092416005704, 1.072601318359375]
['UV', 80, 'CV', 70, 'objcopy', 'vdir', 'V0', 'V2', 0.7845285301431548, 1.6883630752563477]
['CV', 163, 'UV', 33, 'comm', 'ar', 'V3', 'V3', 0.8720067453625633, 1.3879694938659668]
['BV', 12, 'CV', 271, 'sort', 'ptx', 'V2', 'V1', 0.14019337016574585, 0.09035897254943848]
['UV', 28, 'CV', 205, 'strings', 'sha1sum', 'V3', 'V0', 0.9079974290698742, 1.0751051902770996]
['CV', 24, 'UV', 39, 'factor', 'find', 'V2', 'V3', 0.8031467252103915, 0.37579917907714844]
['CV', 287, 'UV', 27, 'date', 'c++filt', 'V1', 'V3', 0.8826325411334552, 1.2377519607543945]
['BV', 38, 'CV', 6, 'ruby', 'fmt', 'V2', 'V2', 0.7186544342507645, 0.009057760238647461]
['UV', 0, 'BV', 65, 'locate', 'ssh', 'V2', 'V1', 0.9129498515449117, 6.234417676925659]
['UV', 55, 'BV', 4, 'ranlib', 'geany', 'V1', 'V3', 0.6679412238679149, 118.91186237335205]
['CV', 289, 'UV', 26, 'chown', 'ranlib', 'V1', 'V3', 0.8614791212476941, 1.4256031513214111]
['CV', 209, 'BV', 74, 'sum', 'git', 'V0', 'V1', 0.9771618833239543, 6.153780698776245]
['UV', 67, 'CV', 182, 'cmp', 'du', 'V0', 'V0', 0.17393705135284376, 0.05635237693786621]
['CV', 107, 'BV', 11, 'tee', 'bash', 'V3', 'V1', 0.9304291287386216, 3.1663105487823486]
['CV', 222, 'UV', 10, 'df', 'as', 'V0', 'V2', 0.9180778032036613, 2.3861117362976074]
['UV', 13, 'CV', 73, 'strings', 'shred', 'V2', 'V2', 0.837348873619205, 1.1897368431091309]
['BV', 67, 'CV', 260, 'cluster', 'ln', 'V0', 'V0', 0.6214238190286094, 0.11191582679748535]
['CV', 123, 'UV', 14, 'chroot', 'objcopy', 'V3', 'V2', 0.8863287250384024, 1.6841599941253662]
['UV', 67, 'BV', 48, 'cmp', 'gvmap', 'V0', 'V3', 0.5932388222464559, 0.16652655601501465]
['CV', 175, 'UV', 2, 'stat', 'find', 'V0', 'V2', 0.7399848828420257, 0.21178150177001953]
['UV', 56, 'CV', 289, 'c++filt', 'chown', 'V1', 'V1', 0.854998683402089, 1.1248538494110107]
['CV', 192, 'BV', 83, 'pwd', 'git', 'V0', 'V2', 0.9822778315012531, 8.457021236419678]
['CV', 175, 'BV', 14, 'stat', 'openssl', 'V0', 'V3', 0.94549156790059, 7.870897054672241]
['UV', 66, 'BV', 38, 'diff3', 'ruby', 'V0', 'V2', 0.8272300469483568, 0.018259763717651367]
['UV', 85, 'BV', 72, 'elfedit', 'perl', 'V0', 'V1', 0.954973474801061, 3.2143962383270264]
['CV', 121, 'BV', 5, 'echo', 'libvlccore.so', 'V3', 'V0', 0.9378385772913816, 3.63789963722229]
['UV', 54, 'CV', 145, 'as', 'readlink', 'V1', 'V3', 0.9085963003264418, 1.9798636436462402]
['CV', 181, 'UV', 7, 'dir', 'nm', 'V0', 'V2', 0.7864686468646864, 1.6771891117095947]
['BV', 59, 'UV', 61, 'make', 'addr2line', 'V1', 'V1', 0.42724806458016285, 2.530026912689209]
['CV', 228, 'UV', 27, 'false', 'c++filt', 'V0', 'V3', 0.9395423297862322, 1.0974113941192627]
['CV', 39, 'UV', 68, 'whoami', 'diff', 'V2', 'V0', 0.5936587400917814, 0.07557225227355957]
['CV', 121, 'UV', 35, 'echo', 'size', 'V3', 'V3', 0.8969296259396794, 1.2148377895355225]
['CV', 199, 'UV', 40, 'expand', 'diff3', 'V0', 'V3', 0.4360746371803732, 0.03291797637939453]
['BV', 12, 'CV', 143, 'sort', 'yes', 'V2', 'V3', 0.46617915904936014, 0.06140494346618652]
['CV', 11, 'BV', 39, 'printenv', 'svn', 'V2', 'V1', 0.8338610542000372, 0.4710662364959717]
['UV', 74, 'CV', 77, 'strip', 'nl', 'V0', 'V2', 0.8196282833824841, 1.4849860668182373]
['BV', 4, 'CV', 1, 'geany', 'stat', 'V3', 'V2', 0.9788573216955871, 29.58985710144043]
['BV', 37, 'CV', 281, 'geany', 'tee', 'V1', 'V1', 0.982965361593563, 23.71790599822998]
['BV', 52, 'CV', 97, 'libSDL2-2.0.so', 'ptx', 'V2', 'V3', 0.8825837609417446, 5.1392364501953125]
['UV', 51, 'CV', 212, 'nm', 'split', 'V1', 'V0', 0.9095450959768604, 1.1210534572601318]
['CV', 256, 'BV', 25, 'sort', 'git', 'V0', 'V3', 0.9715692478661501, 13.458771228790283]
['BV', 15, 'CV', 226, 'libvlccore.so', 'logname', 'V3', 'V0', 0.9658640363601199, 3.928098440170288]
['CV', 324, 'UV', 85, 'mv', 'elfedit', 'V1', 'V0', 0.33265617064499753, 0.06196475028991699]
['CV', 274, 'UV', 19, 'join', 'elfedit', 'V1', 'V2', 0.1380107941403238, 0.030117034912109375]
['BV', 83, 'CV', 263, 'git', 'unlink', 'V2', 'V1', 0.9857656873986794, 7.662325859069824]
['CV', 43, 'UV', 75, 'chmod', 'readelf', 'V2', 'V0', 0.5104857977170162, 0.12850236892700195]
['UV', 78, 'CV', 150, 'c++filt', 'mv', 'V0', 'V3', 0.6264641731965426, 1.3579607009887695]
['CV', 332, 'UV', 80, '[', 'objcopy', 'V1', 'V0', 0.9269373229718934, 1.5294928550720215]
['BV', 83, 'CV', 264, 'git', 'test', 'V2', 'V1', 0.9816130050505051, 7.937806844711304]
['CV', 191, 'UV', 85, 'mkfifo', 'elfedit', 'V0', 'V0', 0.2855796418473139, 0.0235288143157959]
['BV', 25, 'CV', 53, 'git', 'tty', 'V3', 'V2', 0.9852045256744996, 10.937827348709106]
['BV', 34, 'CV', 287, 'svn', 'date', 'V0', 'V1', 0.755023923444976, 0.4055602550506592]
['BV', 43, 'CV', 339, 'lua', 'rm', 'V0', 'V1', 0.7517809086591737, 0.36245107650756836]
['CV', 181, 'BV', 76, 'dir', 'diff', 'V0', 'V2', 0.2802259887005649, 0.16823720932006836]
['UV', 47, 'BV', 81, 'sdiff', 'dot', 'V1', 'V1', 0.6450567260940032, 0.02838730812072754]
['CV', 248, 'BV', 23, 'pathchk', 'diff', 'V0', 'V3', 0.7094211123723042, 0.09301042556762695]
['CV', 82, 'BV', 80, 'sort', 'cluster', 'V2', 'V1', 0.29772046972139077, 0.22225403785705566]
['CV', 2, 'BV', 22, 'unlink', 'cmp', 'V2', 'V3', 0.2497965825874695, 0.026967525482177734]
['CV', 150, 'UV', 0, 'mv', 'locate', 'V3', 'V2', 0.2740136054421769, 0.16579914093017578]
['UV', 75, 'CV', 248, 'readelf', 'pathchk', 'V0', 'V0', 0.7617866004962779, 0.08549761772155762]
['CV', 64, 'UV', 16, 'md5sum', 'gprof', 'V2', 'V2', 0.9025564409030544, 1.3431506156921387]
['CV', 156, 'UV', 68, 'csplit', 'diff', 'V3', 'V0', 0.31919261033185076, 0.10477423667907715]
['CV', 328, 'UV', 19, 'uname', 'elfedit', 'V1', 'V2', 0.3044315992292871, 0.02199530601501465]
['CV', 124, 'UV', 87, 'seq', 'objdump', 'V3', 'V0', 0.901348797810647, 1.9106264114379883]
['UV', 44, 'CV', 202, 'diff3', 'chown', 'V1', 'V0', 0.13348416289592757, 0.04736804962158203]
['CV', 150, 'UV', 54, 'mv', 'as', 'V3', 'V1', 0.7545779835824037, 3.1897337436676025]
['BV', 48, 'CV', 213, 'gvmap', 'whoami', 'V3', 'V0', 0.7803538743136058, 0.12481260299682617]
['UV', 21, 'CV', 346, 'objdump', 'mknod', 'V2', 'V1', 0.9437708194536976, 1.7250573635101318]
['UV', 7, 'CV', 185, 'nm', 'printenv', 'V2', 'V0', 0.9393558805059657, 1.0997123718261719]
['BV', 74, 'CV', 128, 'git', 'nice', 'V1', 'V3', 0.9716142910587355, 5.613298416137695]
['UV', 35, 'CV', 155, 'size', 'cat', 'V3', 'V3', 0.8772181394515146, 1.1502151489257812]
['UV', 32, 'CV', 127, 'addr2line', 'ls', 'V3', 'V3', 0.6625566780685705, 1.510286808013916]
['BV', 56, 'CV', 261, 'ssh', 'touch', 'V3', 'V1', 0.9190653351608903, 1.6118507385253906]
['UV', 45, 'CV', 292, 'cmp', 'sha1sum', 'V1', 'V1', 0.22132471728594505, 0.030144929885864258]
['CV', 319, 'BV', 57, 'readlink', 'svn', 'V1', 'V2', 0.8407178911946158, 0.4713764190673828]
['UV', 14, 'CV', 141, 'objcopy', 'false', 'V2', 'V3', 0.9184645142091951, 1.3826370239257812]
['BV', 78, 'CV', 147, 'make', 'hostid', 'V2', 'V3', 0.7746590235224353, 0.2266979217529297]
['CV', 67, 'BV', 0, 'uname', 'bash', 'V2', 'V2', 0.9571134389828991, 3.118891954421997]
['BV', 77, 'CV', 339, 'perl', 'rm', 'V2', 'V1', 0.9490421208798298, 2.820361852645874]
['UV', 49, 'CV', 184, 'xargs', 'ptx', 'V1', 'V0', 0.24759152215799618, 0.04859018325805664]
['UV', 61, 'BV', 11, 'addr2line', 'bash', 'V1', 'V1', 0.3304115853658536, 9.016098499298096]
['UV', 59, 'CV', 114, 'ld', 'expr', 'V1', 'V3', 0.8954326923076923, 1.9430840015411377]
['BV', 11, 'CV', 177, 'bash', 'test', 'V1', 'V0', 0.9577053504144687, 2.6086158752441406]
['CV', 239, 'BV', 20, 'env', 'sort', 'V0', 'V1', 0.5195071868583162, 0.0368044376373291]
['BV', 30, 'CV', 15, 'bash', 'uptime', 'V0', 'V2', 0.9362384641958249, 2.472820520401001]
['UV', 38, 'CV', 330, 'xargs', 'csplit', 'V3', 'V1', 0.1885964912280702, 0.10931634902954102]
['UV', 80, 'CV', 341, 'objcopy', 'uniq', 'V0', 'V1', 0.9199652652145597, 1.363661766052246]
['BV', 23, 'CV', 343, 'diff', 'sort', 'V3', 'V1', 0.35411101216978325, 0.13646316528320312]
['UV', 34, 'CV', 141, 'elfedit', 'false', 'V3', 'V3', 0.22291021671826627, 0.029295682907104492]
['CV', 114, 'UV', 4, 'expr', 'cmp', 'V3', 'V2', 0.12407862407862402, 0.03946065902709961]
['UV', 5, 'CV', 314, 'diff', 'tty', 'V2', 'V1', 0.7212355212355213, 0.08383488655090332]
['UV', 83, 'CV', 42, 'addr2line', 'dircolors', 'V0', 'V2', 0.8979858261842596, 0.9680826663970947]
['CV', 318, 'UV', 50, 'who', 'find', 'V1', 'V1', 0.7171068871883486, 0.21122288703918457]
['BV', 79, 'CV', 182, 'bash', 'du', 'V3', 'V0', 0.910913140311804, 3.2948098182678223]
['UV', 33, 'CV', 153, 'ar', 'link', 'V3', 'V3', 0.8984094407388404, 1.1809217929840088]
['BV', 72, 'CV', 304, 'perl', 'chmod', 'V1', 'V1', 0.9442081313680878, 2.741107225418091]
['UV', 25, 'CV', 248, 'as', 'pathchk', 'V3', 'V0', 0.9551559033049165, 1.9311251640319824]
['CV', 193, 'BV', 77, 'pr', 'perl', 'V0', 'V2', 0.9496709252806814, 3.355663537979126]
['CV', 124, 'BV', 40, 'seq', 'lua', 'V3', 'V2', 0.789017744865167, 0.4803454875946045]
['CV', 261, 'UV', 0, 'touch', 'locate', 'V1', 'V2', 0.3654042988741044, 0.06648898124694824]
['UV', 20, 'CV', 96, 'size', 'users', 'V2', 'V3', 0.8809082074388197, 1.129218578338623]
