['CV', 182, 'UV', 39, 'du', 'find', 'V0', 'V3', 0.9728395061728395, 1.6814804077148438]
['BV', 74, 'CV', 36, 'git', 'chroot', 'V1', 'V2', 0.9990697674418605, 3.8786509037017822]
['UV', 82, 'BV', 24, 'gprof', 'git', 'V0', 'V0', 0.9604072933933223, 57.509360790252686]
['CV', 63, 'UV', 44, 'mv', 'diff3', 'V2', 'V1', 0.956064947468959, 0.2102968692779541]
['UV', 6, 'CV', 147, 'sdiff', 'hostid', 'V2', 'V3', 0.9481361426256077, 0.07704353332519531]
['BV', 47, 'UV', 35, 'dot', 'size', 'V3', 'V3', 0.9892641467233281, 0.4568216800689697]
['UV', 79, 'CV', 279, 'strings', 'pwd', 'V0', 'V1', 0.9973009446693657, 0.6263289451599121]
['UV', 48, 'BV', 67, 'locate', 'cluster', 'V1', 'V0', 0.9645105895821409, 0.7013406753540039]
['CV', 220, 'BV', 21, 'cut', 'cp', 'V0', 'V1', 0.8908507223113965, 0.15760445594787598]
['BV', 28, 'UV', 18, 'openssl', 'ar', 'V1', 'V2', 0.9905794453242376, 67.42341423034668]
['CV', 20, 'BV', 47, 'tee', 'dot', 'V2', 'V3', 1.0, 0.025595903396606445]
['UV', 8, 'BV', 50, 'strip', 'sort', 'V2', 'V0', 0.9962418858899897, 1.5896644592285156]
['BV', 15, 'CV', 242, 'libvlccore.so', 'cat', 'V3', 'V0', 0.9993057965984034, 1.2606401443481445]
['CV', 60, 'BV', 41, 'hostid', 'libvlccore.so', 'V2', 'V1', 0.9932781799379524, 1.4264698028564453]
['CV', 230, 'BV', 69, 'yes', 'gvmap', 'V0', 'V0', 0.9644670050761421, 0.14925503730773926]
['CV', 173, 'UV', 67, 'ln', 'cmp', 'V3', 'V0', 0.969661610268378, 0.14101266860961914]
['CV', 254, 'UV', 69, 'uniq', 'sdiff', 'V0', 'V0', 0.8706467661691543, 0.07580137252807617]
['CV', 288, 'UV', 14, 'expr', 'objcopy', 'V1', 'V2', 0.9577722360764754, 2.2909255027770996]
['UV', 5, 'CV', 95, 'diff', 'du', 'V2', 'V3', 0.9372359686179843, 0.5201632976531982]
['CV', 171, 'BV', 19, 'rmdir', 'cp', 'V3', 'V3', 0.9045045045045045, 0.19260478019714355]
['BV', 81, 'UV', 26, 'dot', 'ranlib', 'V1', 'V3', 0.9903096692647988, 0.4375760555267334]
['UV', 50, 'BV', 57, 'find', 'svn', 'V1', 'V2', 0.9817055178518737, 2.75706148147583]
['CV', 245, 'UV', 36, '[', 'objdump', 'V0', 'V3', 0.9857299670691547, 1.2802236080169678]
['CV', 154, 'BV', 43, 'uname', 'lua', 'V3', 'V0', 0.9671746776084408, 0.46999692916870117]
['CV', 306, 'BV', 44, 'cp', 'make', 'V1', 'V0', 0.9311947931194793, 0.6343669891357422]
['CV', 181, 'UV', 83, 'dir', 'addr2line', 'V0', 'V0', 0.9687630154102458, 2.002621650695801]
['CV', 165, 'UV', 21, 'rm', 'objdump', 'V3', 'V2', 0.9747961452928094, 2.82517409324646]
['UV', 29, 'CV', 198, 'objcopy', 'factor', 'V3', 'V0', 0.9981972237245358, 0.7066810131072998]
['CV', 193, 'BV', 60, 'pr', 'codeblocks', 'V0', 'V1', 0.9937615379718633, 5.065385341644287]
['BV', 22, 'UV', 2, 'cmp', 'find', 'V3', 'V2', 0.9365825014679976, 0.34667062759399414]
['UV', 24, 'CV', 78, 'readelf', 'rm', 'V3', 'V2', 0.9888927455744533, 0.8162515163421631]
['CV', 217, 'BV', 82, 'chmod', 'gvmap', 'V0', 'V1', 0.9438356164383561, 0.30295324325561523]
['UV', 15, 'CV', 93, 'ld', 'fmt', 'V2', 'V3', 0.996605854900297, 1.5497281551361084]
['CV', 55, 'BV', 75, 'nohup', 'cmp', 'V2', 'V2', 0.9206349206349207, 0.05947542190551758]
['CV', 32, 'BV', 45, 'paste', 'svn', 'V2', 'V3', 0.9764873530459566, 0.5790309906005859]
['CV', 179, 'UV', 46, 'mkdir', 'diff', 'V0', 'V1', 0.9093005380476556, 0.1925678253173828]
['CV', 120, 'BV', 31, 'sync', 'codeblocks', 'V3', 'V0', 0.995001972905432, 4.123050928115845]
['UV', 14, 'CV', 326, 'objcopy', 'env', 'V2', 'V1', 0.998221906116643, 0.6498234272003174]
['CV', 152, 'BV', 57, 'env', 'svn', 'V3', 'V2', 0.9710013593112823, 0.5280592441558838]
['CV', 75, 'BV', 82, 'tr', 'gvmap', 'V2', 'V1', 0.952316076294278, 0.29671406745910645]
['UV', 58, 'CV', 29, 'objcopy', 'tail', 'V1', 'V2', 0.9930368729229309, 1.8643803596496582]
['UV', 54, 'CV', 90, 'as', 'test', 'V1', 'V3', 0.9975971165398478, 1.6578600406646729]
['CV', 231, 'BV', 39, 'who', 'svn', 'V0', 'V1', 0.9824236817761333, 0.5412476062774658]
['CV', 259, 'UV', 78, 'mknod', 'c++filt', 'V0', 'V0', 0.9813211845102505, 0.6730618476867676]
['CV', 104, 'BV', 38, 'mkfifo', 'ruby', 'V3', 'V2', 1.0, 0.01195526123046875]
['UV', 45, 'BV', 82, 'cmp', 'gvmap', 'V1', 'V1', 0.9583333333333334, 0.33449363708496094]
['CV', 215, 'UV', 69, 'nice', 'sdiff', 'V0', 'V0', 0.8595194085027726, 0.05500197410583496]
['CV', 170, 'BV', 81, 'tac', 'dot', 'V3', 'V1', 1.0, 0.035550594329833984]
['UV', 17, 'CV', 6, 'addr2line', 'fmt', 'V2', 'V2', 0.9957274086733604, 0.8211781978607178]
['BV', 15, 'CV', 230, 'libvlccore.so', 'yes', 'V3', 'V0', 0.9993041057759221, 1.0445563793182373]
['UV', 41, 'BV', 62, 'cmp', 'diff', 'V3', 'V0', 0.9067357512953368, 0.1236426830291748]
['BV', 68, 'UV', 73, 'dot', 'nm', 'V0', 'V0', 0.9896559478299978, 0.405440092086792]
['UV', 11, 'BV', 70, 'ranlib', 'ssh', 'V2', 'V0', 0.9758227774885766, 48.18864059448242]
['CV', 312, 'UV', 48, 'printf', 'locate', 'V1', 'V1', 0.9194061505832449, 0.15515995025634766]
['CV', 67, 'UV', 78, 'uname', 'c++filt', 'V2', 'V0', 0.9814521601447637, 0.7433168888092041]
['CV', 53, 'BV', 53, 'tty', 'ssh', 'V2', 'V2', 0.9892015209125475, 2.156820297241211]
['UV', 41, 'CV', 342, 'cmp', 'sleep', 'V3', 'V1', 0.9592760180995475, 0.04270482063293457]
['CV', 264, 'UV', 2, 'test', 'find', 'V1', 'V2', 0.9421383647798742, 0.22397446632385254]
['BV', 66, 'UV', 30, 'lua', 'ld', 'V1', 'V3', 0.9659320770786756, 13.595678806304932]
['BV', 38, 'CV', 182, 'ruby', 'du', 'V2', 'V0', 0.9954022988505747, 0.023041963577270508]
['UV', 80, 'CV', 277, 'objcopy', 'dd', 'V0', 'V1', 0.9966644429619747, 1.3915913105010986]
['UV', 8, 'BV', 70, 'strip', 'ssh', 'V2', 'V0', 0.9737133984028394, 52.70822477340698]
['BV', 64, 'CV', 137, 'openssl', 'cksum', 'V2', 'V3', 0.997935407756968, 1.676316738128662]
['CV', 292, 'UV', 76, 'sha1sum', 'as', 'V1', 'V0', 0.9878186968838527, 1.1432445049285889]
['CV', 338, 'BV', 13, 'nl', 'cp', 'V1', 'V2', 0.9289340101522843, 0.27397632598876953]
['UV', 26, 'CV', 126, 'ranlib', 'whoami', 'V3', 'V3', 0.9959183673469387, 0.8939566612243652]
['CV', 254, 'BV', 69, 'uniq', 'gvmap', 'V0', 'V0', 0.9539316918189039, 0.2114260196685791]
['BV', 32, 'CV', 154, 'perl', 'uname', 'V0', 'V3', 0.9983039668331292, 1.7496707439422607]
['CV', 310, 'BV', 44, 'tsort', 'make', 'V1', 'V0', 0.9711538461538461, 0.2651045322418213]
['CV', 67, 'BV', 57, 'uname', 'svn', 'V2', 'V2', 0.9775491113189897, 0.42269182205200195]
['UV', 85, 'CV', 313, 'elfedit', 'logname', 'V0', 'V1', 0.9897172236503856, 0.045227766036987305]
['UV', 48, 'CV', 134, 'locate', 'od', 'V1', 'V3', 0.9463537300922045, 0.2554206848144531]
['CV', 266, 'BV', 26, 'mkdir', 'geany', 'V1', 'V2', 0.993813046402152, 5.898273944854736]
['BV', 60, 'CV', 155, 'codeblocks', 'cat', 'V1', 'V3', 0.9988516746411483, 3.5580573081970215]
['UV', 29, 'CV', 205, 'objcopy', 'sha1sum', 'V3', 'V0', 0.9982072427393331, 0.8288395404815674]
['UV', 16, 'CV', 159, 'gprof', 'id', 'V2', 'V3', 0.9976699029126214, 1.211353063583374]
['CV', 342, 'BV', 16, 'sleep', 'libvlc.so', 'V1', 'V3', 0.990108803165183, 0.3799440860748291]
['CV', 28, 'UV', 65, 'chown', 'objdump', 'V2', 'V1', 0.9778941244909831, 2.397409677505493]
['CV', 280, 'BV', 64, 'pr', 'openssl', 'V1', 'V2', 0.9918068763716167, 2.395947217941284]
['BV', 0, 'CV', 68, 'bash', 'cat', 'V2', 'V2', 0.996151509013571, 2.4499785900115967]
['CV', 28, 'UV', 8, 'chown', 'strip', 'V2', 'V2', 0.9766220565813993, 1.9298465251922607]
['BV', 48, 'CV', 203, 'gvmap', 'tail', 'V3', 'V0', 0.977088948787062, 0.3178071975708008]
['CV', 338, 'UV', 48, 'nl', 'locate', 'V1', 'V1', 0.9341894060995185, 0.29056882858276367]
['UV', 80, 'BV', 74, 'objcopy', 'git', 'V0', 'V1', 0.9615353600516088, 68.0569818019867]
['CV', 201, 'BV', 23, 'expr', 'diff', 'V0', 'V3', 0.9281767955801105, 0.3710756301879883]
['CV', 224, 'UV', 16, 'cksum', 'gprof', 'V0', 'V2', 0.9807576668671076, 0.6327998638153076]
['CV', 325, 'UV', 37, 'md5sum', 'locate', 'V1', 'V3', 0.9760717846460618, 0.18217897415161133]
['CV', 251, 'BV', 22, 'nl', 'cmp', 'V0', 'V3', 0.9487179487179487, 0.11751890182495117]
['UV', 77, 'CV', 345, 'ranlib', 'rmdir', 'V0', 'V1', 0.9978813559322034, 0.5446033477783203]
['UV', 20, 'CV', 207, 'size', 'sync', 'V2', 'V0', 0.9978279756733276, 0.5071485042572021]
['UV', 4, 'CV', 269, 'cmp', 'du', 'V2', 'V1', 0.8621659634317862, 0.11052608489990234]
['CV', 162, 'BV', 46, 'tr', 'cluster', 'V3', 'V3', 0.9427773900907188, 0.3248612880706787]
['BV', 5, 'CV', 343, 'libvlccore.so', 'sort', 'V0', 'V1', 0.9987164677191631, 2.67738676071167]
['CV', 16, 'UV', 50, 'dd', 'find', 'V2', 'V1', 0.9130434782608696, 0.45000696182250977]
['BV', 47, 'CV', 252, 'dot', 'rm', 'V3', 'V0', 0.9945054945054945, 0.0351104736328125]
['CV', 167, 'BV', 37, 'uniq', 'geany', 'V3', 'V1', 0.9907864122847836, 8.722109079360962]
['BV', 22, 'CV', 41, 'cmp', 'nice', 'V3', 'V2', 0.946058091286307, 0.05100607872009277]
['UV', 33, 'CV', 35, 'ar', 'sum', 'V3', 'V2', 0.9967433340118054, 0.9622299671173096]
['CV', 233, 'BV', 28, 'head', 'openssl', 'V0', 'V1', 0.9913350928738609, 3.106309652328491]
['CV', 299, 'BV', 53, 'split', 'ssh', 'V1', 'V2', 0.9854169831383868, 2.1230833530426025]
['CV', 41, 'BV', 18, 'nice', 'sort', 'V2', 'V3', 0.909689557855127, 0.1511821746826172]
['UV', 76, 'BV', 33, 'as', 'openssl', 'V0', 'V0', 0.9795139429817729, 103.32290291786194]
['UV', 31, 'BV', 63, 'gprof', 'ruby', 'V3', 'V0', 0.9730429885489018, 83.42852139472961]
['BV', 79, 'CV', 293, 'bash', 'paste', 'V3', 'V1', 0.9982135768161969, 1.235597848892212]
['BV', 0, 'CV', 77, 'bash', 'nl', 'V2', 'V2', 0.9952366775826139, 3.652792453765869]
['CV', 16, 'BV', 83, 'dd', 'git', 'V2', 'V2', 0.9898073766951715, 7.378785133361816]
['CV', 182, 'UV', 31, 'du', 'gprof', 'V0', 'V3', 0.9687137891077636, 1.8786349296569824]
['BV', 40, 'UV', 27, 'lua', 'c++filt', 'V2', 'V3', 0.9693573556532842, 8.933573961257935]
['CV', 318, 'UV', 70, 'who', 'locate', 'V1', 'V0', 0.8954869358669834, 0.12784409523010254]
['BV', 23, 'CV', 155, 'diff', 'cat', 'V3', 'V3', 0.9764507989907485, 0.19672608375549316]
['BV', 36, 'CV', 338, 'libvlc.so', 'nl', 'V2', 'V1', 0.9923566878980892, 0.8061347007751465]
['UV', 33, 'BV', 26, 'ar', 'geany', 'V3', 'V2', 0.9779571097661212, 95.03885221481323]
['CV', 70, 'BV', 73, 'vdir', 'geany', 'V2', 'V0', 0.986955606985062, 12.39827847480774]
['BV', 60, 'CV', 19, 'codeblocks', 'pr', 'V1', 'V2', 0.9986032632848708, 4.394323348999023]
['BV', 72, 'CV', 292, 'perl', 'sha1sum', 'V1', 'V1', 0.9988217967599411, 1.8238282203674316]
['BV', 32, 'CV', 61, 'perl', 'ginstall', 'V0', 'V2', 0.9945662017750407, 4.965341567993164]
['UV', 4, 'BV', 44, 'cmp', 'make', 'V2', 'V0', 0.9619809904952477, 0.46537208557128906]
['UV', 31, 'CV', 103, 'gprof', 'dd', 'V3', 'V3', 0.9936006022962545, 2.0558362007141113]
['CV', 231, 'UV', 2, 'who', 'find', 'V0', 'V2', 0.9396923076923077, 0.2769947052001953]
['UV', 7, 'BV', 56, 'nm', 'ssh', 'V2', 'V3', 0.9753812235899321, 21.394603490829468]
['CV', 76, 'BV', 64, 'comm', 'openssl', 'V2', 'V2', 0.9926112014186493, 1.947707176208496]
['BV', 58, 'CV', 108, 'ruby', 'chgrp', 'V3', 'V3', 0.9921875, 0.0230867862701416]
['UV', 64, 'BV', 58, 'size', 'ruby', 'V1', 'V3', 0.997370151216305, 0.1456284523010254]
['UV', 67, 'CV', 211, 'cmp', 'seq', 'V0', 'V0', 0.9588100686498856, 0.04143357276916504]
['CV', 263, 'BV', 63, 'unlink', 'ruby', 'V1', 'V0', 0.9944532848374631, 2.5922491550445557]
['UV', 21, 'BV', 18, 'objdump', 'sort', 'V2', 'V3', 0.9898520084566597, 4.180938959121704]
['CV', 167, 'BV', 61, 'uniq', 'cmp', 'V3', 'V0', 0.9665970772442589, 0.04239606857299805]
['CV', 142, 'UV', 26, 'nohup', 'ranlib', 'V3', 'V3', 0.9744990892531876, 1.0836741924285889]
['UV', 53, 'CV', 321, 'readelf', 'hostid', 'V1', 'V1', 0.9915314043754411, 0.1555635929107666]
['CV', 21, 'BV', 75, 'chgrp', 'cmp', 'V2', 'V2', 0.9267935578330893, 0.10056328773498535]
['CV', 69, 'UV', 21, 'csplit', 'objdump', 'V2', 'V2', 0.9629737609329446, 3.1750032901763916]
['UV', 6, 'CV', 324, 'sdiff', 'mv', 'V2', 'V1', 0.917960088691796, 0.17700648307800293]
['BV', 41, 'UV', 86, 'libvlccore.so', 'size', 'V1', 'V0', 0.9828454516839786, 28.699219465255737]
['UV', 64, 'BV', 6, 'size', 'libvlc.so', 'V1', 'V0', 0.9876046901172529, 4.846731901168823]
['UV', 57, 'CV', 275, 'strings', 'dirname', 'V1', 'V1', 0.9974171330176496, 0.570164680480957]
['CV', 107, 'BV', 19, 'tee', 'cp', 'V3', 'V3', 0.8797524314765695, 0.20096468925476074]
['CV', 256, 'BV', 69, 'sort', 'gvmap', 'V0', 'V0', 0.9548022598870056, 0.35698699951171875]
['CV', 2, 'UV', 85, 'unlink', 'elfedit', 'V2', 'V0', 0.9772209567198178, 0.061452627182006836]
['CV', 11, 'UV', 49, 'printenv', 'xargs', 'V2', 'V1', 0.9033613445378151, 0.05101609230041504]
['CV', 71, 'UV', 25, '[', 'as', 'V2', 'V3', 0.9798765763348538, 1.5187242031097412]
['CV', 245, 'BV', 81, '[', 'dot', 'V0', 'V1', 0.9921259842519685, 0.02335071563720703]
['UV', 4, 'BV', 28, 'cmp', 'openssl', 'V2', 'V1', 0.9885935330291609, 4.347796678543091]
['BV', 0, 'CV', 291, 'bash', 'pinky', 'V2', 'V1', 0.9979470334633546, 1.6878273487091064]
['UV', 85, 'CV', 325, 'elfedit', 'md5sum', 'V0', 'V1', 0.9907621247113164, 0.05865335464477539]
['UV', 14, 'CV', 205, 'objcopy', 'sha1sum', 'V2', 'V0', 0.9982388164846777, 0.8890273571014404]
['BV', 73, 'UV', 2, 'geany', 'find', 'V0', 'V2', 0.9941399343268502, 20.494027137756348]
['BV', 30, 'CV', 246, 'bash', 'id', 'V0', 'V0', 0.9988496491429886, 1.1940524578094482]
['CV', 116, 'BV', 77, 'tail', 'perl', 'V3', 'V2', 0.9838426413768879, 5.24840521812439]
['CV', 292, 'UV', 42, 'sha1sum', 'diff', 'V1', 'V3', 0.9181818181818182, 0.1585102081298828]
['BV', 2, 'CV', 307, 'cmp', 'cut', 'V1', 'V1', 0.9409282700421941, 0.05012083053588867]
['BV', 7, 'CV', 107, 'libSDL2-2.0.so', 'tee', 'V0', 'V3', 0.9950608572940554, 1.4192159175872803]
['BV', 22, 'CV', 50, 'cmp', 'cksum', 'V3', 'V2', 0.9402985074626866, 0.047148942947387695]
['CV', 153, 'UV', 26, 'link', 'ranlib', 'V3', 'V3', 0.9771708112515287, 0.967771053314209]
['CV', 65, 'BV', 61, 'env', 'cmp', 'V2', 'V0', 0.9463087248322147, 0.02621936798095703]
['UV', 52, 'CV', 57, 'strip', 'who', 'V1', 'V2', 0.9951667472208796, 1.407043695449829]
['UV', 41, 'CV', 207, 'cmp', 'sync', 'V3', 'V0', 0.9609756097560975, 0.03321409225463867]
['CV', 204, 'UV', 72, 'pinky', 'find', 'V0', 'V0', 0.9244689221085759, 0.20860791206359863]
['CV', 234, 'UV', 11, 'hostid', 'ranlib', 'V0', 'V2', 0.984419844198442, 0.5845136642456055]
['UV', 1, 'CV', 134, 'xargs', 'od', 'V2', 'V3', 0.9260042283298098, 0.175492525100708]
['UV', 41, 'BV', 43, 'cmp', 'lua', 'V3', 'V0', 0.9564719358533792, 0.6013541221618652]
['CV', 117, 'UV', 26, 'pinky', 'ranlib', 'V3', 'V3', 0.9683049147442327, 1.2948706150054932]
['BV', 33, 'CV', 77, 'openssl', 'nl', 'V0', 'V2', 0.9985519238725693, 6.823657512664795]
['BV', 76, 'CV', 149, 'diff', 'unexpand', 'V2', 'V3', 0.9713563605728728, 0.2029132843017578]
['UV', 11, 'CV', 84, 'ranlib', 'rmdir', 'V2', 'V2', 0.9955841027699719, 0.936953067779541]
['BV', 59, 'CV', 128, 'make', 'nice', 'V1', 'V3', 0.9875894988066826, 0.38139867782592773]
['UV', 66, 'CV', 154, 'diff3', 'uname', 'V0', 'V3', 0.9475409836065574, 0.07290101051330566]
['BV', 21, 'CV', 134, 'cp', 'od', 'V1', 'V3', 0.9340159271899886, 0.16022181510925293]
['CV', 90, 'BV', 55, 'test', 'codeblocks', 'V3', 'V3', 0.9943027000247708, 5.025381088256836]
['CV', 9, 'UV', 13, 'users', 'strings', 'V2', 'V2', 0.9759450171821306, 0.8692398071289062]
['CV', 139, 'UV', 47, 'logname', 'sdiff', 'V3', 'V1', 0.8897893030794165, 0.08320426940917969]
['CV', 104, 'UV', 19, 'mkfifo', 'elfedit', 'V3', 'V2', 0.9758064516129032, 0.07557868957519531]
['BV', 34, 'UV', 28, 'svn', 'strings', 'V0', 'V3', 0.937601034594245, 6.912476539611816]
['CV', 96, 'UV', 44, 'users', 'diff3', 'V3', 'V1', 0.8955453149001537, 0.0883636474609375]
['CV', 43, 'UV', 19, 'chmod', 'elfedit', 'V2', 'V2', 0.9839486356340289, 0.10849833488464355]
['UV', 62, 'CV', 259, 'ar', 'mknod', 'V1', 'V0', 0.9971757111155941, 0.6459822654724121]
['BV', 25, 'UV', 6, 'git', 'sdiff', 'V3', 'V2', 0.9984435271029303, 8.266345024108887]
['UV', 26, 'CV', 228, 'ranlib', 'false', 'V3', 'V0', 0.9974947807933194, 0.49736475944519043]
['CV', 202, 'UV', 31, 'chown', 'gprof', 'V0', 'V3', 0.9747534516765286, 1.365143060684204]
['CV', 296, 'UV', 31, 'sum', 'gprof', 'V1', 'V3', 0.9798102160306885, 0.9138774871826172]
['CV', 122, 'UV', 60, 'sum', 'gprof', 'V3', 'V1', 0.9759128273752629, 1.3184216022491455]
['CV', 148, 'BV', 7, 'ginstall', 'libSDL2-2.0.so', 'V3', 'V0', 0.9603489294210944, 5.135324001312256]
['UV', 83, 'BV', 7, 'addr2line', 'libSDL2-2.0.so', 'V0', 'V0', 0.9805604384241546, 19.017734050750732]
['CV', 15, 'UV', 32, 'uptime', 'addr2line', 'V2', 'V3', 0.9680207433016422, 0.973682165145874]
['BV', 42, 'UV', 45, 'libvlc.so', 'cmp', 'V1', 'V1', 0.9927423535510628, 0.4618704319000244]
['CV', 83, 'UV', 86, 'tac', 'size', 'V2', 'V0', 0.967391304347826, 2.1877238750457764]
['CV', 312, 'BV', 75, 'printf', 'cmp', 'V1', 'V2', 0.8784067085953878, 0.05265951156616211]
['BV', 18, 'CV', 294, 'sort', 'sync', 'V3', 'V1', 0.9919597989949749, 0.09208226203918457]
['BV', 83, 'CV', 328, 'git', 'uname', 'V2', 'V1', 0.9994760511723355, 2.3038012981414795]
['BV', 69, 'UV', 2, 'gvmap', 'find', 'V0', 'V2', 0.9514759401536595, 1.2720205783843994]
['UV', 11, 'CV', 112, 'ranlib', 'expand', 'V2', 'V3', 0.9952229299363057, 1.080721139907837]
['BV', 54, 'UV', 59, 'lua', 'ld', 'V3', 'V1', 0.9635577516985794, 15.095180034637451]
['BV', 53, 'CV', 249, 'ssh', 'tr', 'V2', 'V0', 0.9989378651088688, 2.0531907081604004]
['UV', 71, 'BV', 58, 'xargs', 'ruby', 'V0', 'V3', 1.0, 0.01262211799621582]
['CV', 301, 'BV', 39, 'ls', 'svn', 'V1', 'V1', 0.9709208400646203, 1.127295970916748]
['CV', 306, 'UV', 68, 'cp', 'diff', 'V1', 'V0', 0.9178981937602627, 0.2959628105163574]
['CV', 295, 'UV', 68, 'echo', 'diff', 'V1', 'V0', 0.9228224917309813, 0.10123085975646973]
['CV', 152, 'UV', 38, 'env', 'xargs', 'V3', 'V3', 0.9571619812583668, 0.13788866996765137]
['UV', 5, 'CV', 196, 'diff', 'kill', 'V2', 'V0', 0.9849906191369606, 0.12018108367919922]
['CV', 215, 'BV', 9, 'nice', 'dot', 'V0', 'V2', 0.9906103286384976, 0.01984238624572754]
['CV', 163, 'BV', 33, 'comm', 'openssl', 'V3', 'V0', 0.9884768489419652, 4.524784326553345]
['CV', 157, 'BV', 30, 'vdir', 'bash', 'V3', 'V0', 0.9667696240281181, 5.908098459243774]
['BV', 74, 'UV', 25, 'git', 'as', 'V1', 'V3', 0.9912637216545751, 96.79140877723694]
['BV', 5, 'UV', 12, 'libvlccore.so', 'c++filt', 'V0', 'V2', 0.9889493369602176, 25.66468334197998]
['UV', 87, 'CV', 133, 'objdump', 'cut', 'V0', 'V3', 0.9960311402839261, 1.4618735313415527]
['UV', 3, 'CV', 298, 'diff3', 'seq', 'V2', 'V1', 0.9707495429616088, 0.05532503128051758]
['CV', 53, 'UV', 67, 'tty', 'cmp', 'V2', 'V0', 0.9273504273504274, 0.05193734169006348]
['UV', 50, 'CV', 241, 'find', 'uname', 'V1', 'V0', 0.9961587708066582, 0.1477816104888916]
['UV', 65, 'BV', 55, 'objdump', 'codeblocks', 'V1', 'V3', 0.9850378533351252, 89.09470295906067]
['UV', 65, 'CV', 232, 'objdump', 'readlink', 'V1', 'V0', 0.9981875849569551, 0.8541467189788818]
['CV', 56, 'UV', 83, 'yes', 'addr2line', 'V2', 'V0', 0.9789709172259508, 0.7276513576507568]
['CV', 292, 'BV', 22, 'sha1sum', 'cmp', 'V1', 'V3', 0.8963282937365011, 0.05144143104553223]
['CV', 68, 'BV', 69, 'cat', 'gvmap', 'V2', 'V0', 0.9441260744985673, 0.33077406883239746]
['BV', 10, 'CV', 32, 'gvmap', 'paste', 'V2', 'V2', 0.9870782483847811, 0.22375154495239258]
['CV', 295, 'BV', 38, 'echo', 'ruby', 'V1', 'V2', 0.9872611464968153, 0.00785207748413086]
['CV', 140, 'BV', 4, 'tty', 'geany', 'V3', 'V3', 0.9948466461640761, 5.908764600753784]
['CV', 263, 'BV', 1, 'unlink', 'libSDL2-2.0.so', 'V1', 'V3', 0.9872204472843451, 1.2654237747192383]
['UV', 1, 'CV', 11, 'xargs', 'printenv', 'V2', 'V2', 0.9675036927621861, 0.07285666465759277]
['CV', 321, 'BV', 60, 'hostid', 'codeblocks', 'V1', 'V1', 0.9962676962676963, 2.3243372440338135]
['BV', 27, 'CV', 277, 'libSDL2-2.0.so', 'dd', 'V1', 'V1', 0.9934578165462723, 1.7207486629486084]
['BV', 24, 'CV', 140, 'git', 'tty', 'V0', 'V3', 0.9985572587917042, 2.816962242126465]
['UV', 31, 'BV', 8, 'gprof', 'cluster', 'V3', 'V2', 0.9830307144069235, 3.8572676181793213]
['UV', 42, 'BV', 65, 'diff', 'ssh', 'V3', 'V1', 0.9693862815884476, 8.973164558410645]
['CV', 336, 'BV', 64, 'tr', 'openssl', 'V1', 'V2', 0.9931861946378314, 1.8371222019195557]
['BV', 58, 'CV', 73, 'ruby', 'shred', 'V3', 'V2', 0.9948186528497409, 0.020572423934936523]
['CV', 30, 'BV', 46, 'pinky', 'cluster', 'V2', 'V3', 0.9592727272727273, 0.29480671882629395]
['CV', 57, 'BV', 28, 'who', 'openssl', 'V2', 'V1', 0.9890883840888801, 4.3716676235198975]
['CV', 176, 'BV', 8, 'unlink', 'cluster', 'V0', 'V2', 0.9679743795036029, 0.1614832878112793]
['BV', 12, 'CV', 238, 'sort', 'md5sum', 'V2', 'V0', 0.9734939759036144, 0.09997415542602539]
['UV', 56, 'CV', 217, 'c++filt', 'chmod', 'V1', 'V0', 0.9957636094047871, 0.9462802410125732]
['UV', 59, 'CV', 133, 'ld', 'cut', 'V1', 'V3', 0.9963240492011877, 1.5675592422485352]
['UV', 10, 'CV', 234, 'as', 'hostid', 'V2', 'V0', 0.9980967917346384, 0.7910017967224121]
['BV', 4, 'CV', 138, 'geany', 'printf', 'V3', 'V3', 0.9992548435171386, 6.149527311325073]
['CV', 189, 'BV', 13, 'uptime', 'cp', 'V0', 'V2', 0.9191685912240185, 0.11933398246765137]
['UV', 30, 'CV', 132, 'ld', 'cp', 'V3', 'V3', 0.9927054839129869, 4.294479846954346]
['CV', 122, 'UV', 31, 'sum', 'gprof', 'V3', 'V3', 0.9724192277383766, 1.3482701778411865]
['UV', 78, 'CV', 148, 'c++filt', 'ginstall', 'V0', 'V3', 0.9914860681114551, 3.05179762840271]
['CV', 231, 'BV', 18, 'who', 'sort', 'V0', 'V3', 0.9386046511627907, 0.16747021675109863]
['CV', 341, 'UV', 52, 'uniq', 'strip', 'V1', 'V1', 0.9784630445423397, 1.0857963562011719]
['UV', 69, 'CV', 280, 'sdiff', 'pr', 'V0', 'V1', 0.9171428571428571, 0.10098552703857422]
['UV', 74, 'BV', 54, 'strip', 'lua', 'V0', 'V3', 0.9784347826086957, 11.252015113830566]
['BV', 77, 'CV', 10, 'perl', 'ptx', 'V2', 'V2', 0.9966779707938266, 6.501526355743408]
['CV', 199, 'BV', 9, 'expand', 'dot', 'V0', 'V2', 0.990990990990991, 0.020255088806152344]
['CV', 126, 'UV', 78, 'whoami', 'c++filt', 'V3', 'V0', 0.9780416760026888, 0.8851103782653809]
['CV', 183, 'BV', 33, 'users', 'openssl', 'V0', 'V0', 0.9914525404949085, 2.558037757873535]
['BV', 82, 'CV', 226, 'gvmap', 'logname', 'V1', 'V0', 0.9849624060150376, 0.1586446762084961]
